longitude,latitude,time
42.458629,-76.382553,14:50:17
42.458634,-76.382442,14:50:18
42.458642,-76.382153,14:50:20
42.458644,-76.382,14:50:21
42.458648,-76.381809,14:50:22
42.458651,-76.381645,14:50:23
42.458656,-76.381477,14:50:24
42.458664,-76.381305,14:50:25
42.458672,-76.381162,14:50:26
42.458686,-76.380805,14:50:28
42.458701,-76.38021,14:50:31
42.458706,-76.380019,14:50:32
42.458712,-76.379826,14:50:33
42.458716,-76.379634,14:50:34
42.458717,-76.379477,14:50:35
42.458722,-76.379241,14:50:36
42.458725,-76.379081,14:50:37
42.458727,-76.378841,14:50:38
42.458733,-76.378643,14:50:39
42.458739,-76.378445,14:50:40
42.458745,-76.378253,14:50:41
42.458746,-76.377927,14:50:43
42.458744,-76.377346,14:50:47
42.458741,-76.377143,14:50:49
42.458739,-76.37705,14:50:50
42.458742,-76.376962,14:50:51
42.458746,-76.3768,14:50:53
42.458744,-76.376655,14:50:55
42.45874,-76.37659,14:50:56
42.458738,-76.376542,14:50:57
42.458739,-76.376481,14:50:58
42.458748,-76.376317,14:51:01
42.458753,-76.37621,14:51:03
42.458755,-76.376063,14:51:06
42.458757,-76.376016,14:51:07
42.45876,-76.375925,14:51:09
42.458762,-76.375747,14:51:13
42.458762,-76.375646,14:51:16
42.458763,-76.375599,14:51:18
42.45877,-76.375496,14:51:23
42.458773,-76.375454,14:51:25
42.458767,-76.375386,14:51:28
42.458771,-76.375362,14:51:29
42.45878,-76.375246,14:51:33
42.458784,-76.375163,14:51:36
42.45878,-76.375,14:51:42
42.458781,-76.374944,14:51:44
42.458776,-76.374826,14:51:48
42.458773,-76.374685,14:51:53
42.458774,-76.374543,14:51:58
42.458778,-76.37443,14:52:02
42.458781,-76.374311,14:52:06
42.458788,-76.374206,14:52:10
42.458784,-76.374144,14:52:12
42.458781,-76.374117,14:52:13
42.458782,-76.373969,14:52:18
42.458784,-76.37394,14:52:19
42.458794,-76.373812,14:52:23
42.458799,-76.373715,14:52:26
42.458801,-76.373692,14:52:27
42.458805,-76.373479,14:52:34
42.458813,-76.373359,14:52:38
42.458812,-76.373329,14:52:39
42.458814,-76.373143,14:52:45
42.458815,-76.373105,14:52:46
42.458816,-76.373047,14:52:48
42.458816,-76.37298,14:52:50
42.458821,-76.372806,14:52:55
42.458823,-76.372747,14:52:57
42.458823,-76.372621,14:53:01
42.458826,-76.372459,14:53:06
42.458839,-76.372087,14:53:17
42.458837,-76.372055,14:53:18
42.458843,-76.371894,14:53:23
42.458844,-76.371855,14:53:25
42.458853,-76.371614,14:53:31
42.458855,-76.371483,14:53:35
42.45886,-76.371247,14:53:42
42.458858,-76.371098,14:53:46
42.458861,-76.370939,14:53:50
42.458873,-76.370755,14:53:54
42.458877,-76.370423,14:54:01
42.458878,-76.370353,14:54:02
42.45888,-76.370132,14:54:06
42.458882,-76.369958,14:54:09
42.458892,-76.369778,14:54:12
42.458893,-76.369648,14:54:14
42.4589,-76.369414,14:54:17
42.458899,-76.369338,14:54:18
42.458901,-76.369094,14:54:21
42.458906,-76.368881,14:54:23
42.45891,-76.368685,14:54:25
42.458913,-76.368543,14:54:26
42.458916,-76.368416,14:54:27
42.458919,-76.368308,14:54:28
42.458927,-76.368021,14:54:30
42.458937,-76.367721,14:54:32
42.458943,-76.367537,14:54:33
42.458954,-76.367254,14:54:35
42.458964,-76.366943,14:54:37
42.458974,-76.366595,14:54:39
42.458977,-76.366472,14:54:40
42.458983,-76.366287,14:54:41
42.458986,-76.366136,14:54:42
42.45899,-76.365881,14:54:44
42.458999,-76.365623,14:54:46
42.459005,-76.365254,14:54:49
42.459013,-76.364927,14:54:52
42.459021,-76.364712,14:54:54
42.459026,-76.364637,14:54:55
42.459032,-76.364451,14:54:57
42.459023,-76.364361,14:54:58
42.458996,-76.364259,14:54:59
42.458967,-76.364181,14:55:00
42.458935,-76.364122,14:55:01
42.458876,-76.364048,14:55:02
42.458819,-76.364005,14:55:03
42.45877,-76.363983,14:55:04
42.458696,-76.363963,14:55:05
42.4585,-76.363954,14:55:08
42.458197,-76.363951,14:55:12
42.458104,-76.363952,14:55:13
42.458012,-76.363954,14:55:14
42.457508,-76.363961,14:55:20
42.457048,-76.363949,14:55:26
42.456723,-76.363914,14:55:30
42.456478,-76.363863,14:55:33
42.456388,-76.363828,14:55:34
42.456304,-76.363778,14:55:35
42.456222,-76.36371,14:55:36
42.45607,-76.363528,14:55:38
42.455932,-76.36331,14:55:40
42.455879,-76.363219,14:55:41
42.455731,-76.36298,14:55:43
42.455666,-76.362868,14:55:44
42.455542,-76.362657,14:55:46
42.455479,-76.362556,14:55:47
42.455382,-76.362405,14:55:48
42.455286,-76.362254,14:55:50
42.455095,-76.361963,14:55:53
42.454973,-76.361782,14:55:55
42.454855,-76.361588,14:55:57
42.454797,-76.361501,14:55:58
42.454607,-76.361211,14:56:01
42.454463,-76.360973,14:56:04
42.454156,-76.360508,14:56:09
42.454045,-76.360359,14:56:11
42.453909,-76.360182,14:56:14
42.453757,-76.359992,14:56:16
42.453688,-76.359919,14:56:17
42.453588,-76.359832,14:56:19
42.453545,-76.3598,14:56:20
42.453428,-76.359739,14:56:23
42.453394,-76.359711,14:56:24
42.453374,-76.359674,14:56:25
42.453366,-76.359569,14:56:27
42.453394,-76.359471,14:56:29
42.453491,-76.359242,14:56:33
42.453584,-76.359051,14:56:37
42.453636,-76.358961,14:56:39
42.453667,-76.358924,14:56:40
42.453747,-76.358797,14:56:43
42.453901,-76.358599,14:56:48
42.454001,-76.358449,14:56:52
42.454091,-76.358343,14:56:55
42.45425,-76.358187,14:57:00
42.454374,-76.358064,14:57:04
42.454703,-76.357776,14:57:13
42.454967,-76.357538,14:57:19
42.455226,-76.357292,14:57:25
42.455337,-76.357184,14:57:28
42.455621,-76.35692,14:57:36
42.455659,-76.356885,14:57:37
42.455775,-76.356776,14:57:40
42.455963,-76.356595,14:57:45
42.455999,-76.35656,14:57:46
42.456148,-76.356417,14:57:50
42.456258,-76.35631,14:57:53
42.456294,-76.356277,14:57:54
42.456476,-76.356108,14:57:59
42.456613,-76.355982,14:58:03
42.45665,-76.355954,14:58:04
42.456884,-76.355748,14:58:11
42.456921,-76.35572,14:58:12
42.457128,-76.355547,14:58:18
42.457163,-76.355517,14:58:19
42.457198,-76.355484,14:58:20
42.457389,-76.355299,14:58:26
42.457446,-76.355246,14:58:28
42.457545,-76.355158,14:58:31
42.45769,-76.355028,14:58:36
42.457718,-76.355003,14:58:37
42.4578,-76.354939,14:58:40
42.457904,-76.354836,14:58:44
42.457929,-76.354813,14:58:45
42.458062,-76.354686,14:58:50
42.458181,-76.354577,14:58:55
42.458231,-76.35454,14:58:57
42.458303,-76.354477,14:59:00
42.458409,-76.354389,14:59:04
42.458457,-76.354344,14:59:06
42.458533,-76.354285,14:59:09
42.458723,-76.354133,14:59:16
42.458776,-76.354088,14:59:18
42.458878,-76.354004,14:59:22
42.458963,-76.353955,14:59:25
42.459118,-76.35387,14:59:30
42.459248,-76.353799,14:59:34
42.459282,-76.353776,14:59:35
42.459578,-76.353696,14:59:43
42.459703,-76.353685,14:59:46
42.459832,-76.353681,14:59:49
42.459978,-76.353681,14:59:52
42.460183,-76.353689,14:59:56
42.460378,-76.35371,15:00:00
42.460831,-76.353711,15:00:08
42.461139,-76.35371,15:00:13
42.461385,-76.353715,15:00:17
42.461941,-76.353723,15:00:26
42.462484,-76.353755,15:00:34
42.462621,-76.353765,15:00:36
42.463196,-76.353797,15:00:44
42.463364,-76.353807,15:00:46
42.463572,-76.353811,15:00:48
42.463756,-76.353823,15:00:50
42.464011,-76.353833,15:00:52
42.464135,-76.353837,15:00:53
42.464239,-76.353839,15:00:54
42.46437,-76.353847,15:00:55
42.464505,-76.353855,15:00:56
42.464783,-76.353869,15:00:58
42.464926,-76.353877,15:00:59
42.465212,-76.353897,15:01:01
42.465354,-76.353907,15:01:02
42.46568,-76.353922,15:01:04
42.465804,-76.353926,15:01:05
42.465959,-76.35393,15:01:06
42.466141,-76.353938,15:01:07
42.46626,-76.353945,15:01:08
42.46641,-76.353957,15:01:09
42.466587,-76.353973,15:01:10
42.466706,-76.35398,15:01:11
42.466857,-76.353984,15:01:12
42.467162,-76.354,15:01:14
42.467316,-76.354006,15:01:15
42.467653,-76.354029,15:01:17
42.467809,-76.354044,15:01:18
42.467965,-76.354058,15:01:19
42.468123,-76.354069,15:01:20
42.468284,-76.354078,15:01:21
42.46848,-76.354088,15:01:22
42.468643,-76.354097,15:01:23
42.468803,-76.354107,15:01:24
42.468903,-76.354112,15:01:25
42.469003,-76.354117,15:01:26
42.469203,-76.354127,15:01:27
42.469404,-76.354137,15:01:28
42.469563,-76.354142,15:01:29
42.469687,-76.354153,15:01:30
42.469874,-76.354165,15:01:31
42.470209,-76.354185,15:01:33
42.47036,-76.354192,15:01:34
42.470478,-76.354198,15:01:36
42.470668,-76.354215,15:01:37
42.471049,-76.354248,15:01:39
42.471191,-76.354261,15:01:40
42.471472,-76.354286,15:01:42
42.471727,-76.35432,15:01:44
42.472016,-76.354346,15:01:46
42.472313,-76.354377,15:01:48
42.472465,-76.35438,15:01:49
42.472621,-76.354382,15:01:50
42.472777,-76.354385,15:01:51
42.472894,-76.354389,15:01:52
42.473011,-76.354393,15:01:53
42.473245,-76.354401,15:01:54
42.473393,-76.354408,15:01:55
42.473536,-76.354414,15:01:56
42.473677,-76.354424,15:01:57
42.473812,-76.354444,15:01:58
42.473975,-76.354474,15:02:00
42.474359,-76.354527,15:02:02
42.474504,-76.354529,15:02:03
42.474818,-76.354544,15:02:05
42.474921,-76.35455,15:02:06
42.475023,-76.354556,15:02:07
42.475229,-76.354568,15:02:08
42.475498,-76.35457,15:02:10
42.475786,-76.354574,15:02:12
42.475858,-76.354578,15:02:13
42.47593,-76.354581,15:02:14
42.476075,-76.354587,15:02:15
42.47622,-76.354593,15:02:16
42.476343,-76.354585,15:02:17
42.476464,-76.354579,15:02:18
42.476704,-76.354585,15:02:20
42.476942,-76.354578,15:02:22
42.477187,-76.354572,15:02:24
42.47734,-76.354567,15:02:25
42.477437,-76.354564,15:02:26
42.477679,-76.354548,15:02:28
42.4778,-76.354533,15:02:29
42.478036,-76.35451,15:02:31
42.478273,-76.354491,15:02:33
42.478632,-76.354454,15:02:36
42.479044,-76.354385,15:02:40
42.479397,-76.354382,15:02:43
42.479645,-76.354397,15:02:45
42.479864,-76.354409,15:02:47
42.47995,-76.354414,15:02:48
42.48008,-76.354426,15:02:49
42.480296,-76.354458,15:02:51
42.480725,-76.354543,15:02:55
42.481154,-76.354622,15:02:59
42.481471,-76.354664,15:03:02
42.48166,-76.354681,15:03:04
42.481994,-76.354695,15:03:07
42.482524,-76.354725,15:03:12
42.48274,-76.354742,15:03:14
42.482849,-76.354747,15:03:15
42.482956,-76.354752,15:03:16
42.483063,-76.354754,15:03:17
42.483259,-76.354762,15:03:19
42.483603,-76.354776,15:03:22
42.483712,-76.354782,15:03:23
42.483928,-76.354792,15:03:25
42.484126,-76.354802,15:03:27
42.484416,-76.35482,15:03:30
42.484649,-76.354839,15:03:33
42.484858,-76.354859,15:03:36
42.484916,-76.354859,15:03:37
42.485012,-76.354827,15:03:39
42.485051,-76.354787,15:03:40
42.485079,-76.354742,15:03:41
42.485123,-76.354585,15:03:43
42.485158,-76.354351,15:03:46
42.485227,-76.353943,15:03:51
42.485329,-76.3534,15:03:57
42.485368,-76.35321,15:03:59
42.485404,-76.353017,15:04:01
42.485541,-76.352328,15:04:08
42.485699,-76.351552,15:04:16
42.485737,-76.351354,15:04:18
42.485807,-76.350981,15:04:22
42.485885,-76.350601,15:04:26
42.485934,-76.350355,15:04:29
42.485993,-76.35006,15:04:33
42.486009,-76.349968,15:04:34
42.486038,-76.349817,15:04:36
42.486091,-76.349605,15:04:39
42.486218,-76.348889,15:04:49
42.486342,-76.348241,15:04:58
42.486358,-76.348158,15:04:59
42.486461,-76.347615,15:05:07
42.486482,-76.347475,15:05:09
42.486493,-76.347406,15:05:10
42.486589,-76.346851,15:05:18
42.486613,-76.346691,15:05:20
42.486681,-76.346359,15:05:25
42.486716,-76.346171,15:05:28
42.486814,-76.345608,15:05:37
42.486857,-76.345379,15:05:41
42.48689,-76.345125,15:05:45
42.486893,-76.345065,15:05:46
42.486927,-76.344793,15:05:50
42.486951,-76.344457,15:05:55
42.486973,-76.344141,15:06:00
42.48698,-76.343895,15:06:04
42.486983,-76.343713,15:06:07
42.486956,-76.3434,15:06:13
42.486885,-76.343342,15:06:15
42.486845,-76.343332,15:06:16
42.486701,-76.343319,15:06:20
42.486642,-76.343316,15:06:22
42.486607,-76.343325,15:06:24
42.486603,-76.343329,15:06:26
42.486603,-76.343329,15:06:29
42.486592,-76.34333,15:08:45
42.486592,-76.34333,15:08:46
42.486577,-76.343328,15:08:49
42.486565,-76.343325,15:08:50
42.48655,-76.343321,15:08:51
42.486502,-76.343318,15:08:53
42.486451,-76.343317,15:08:55
42.486378,-76.343317,15:08:58
42.486305,-76.343311,15:09:01
42.486274,-76.343313,15:09:02
42.486251,-76.343313,15:09:03
42.486161,-76.343303,15:09:06
42.485971,-76.343293,15:09:12
42.485908,-76.343292,15:09:14
42.485808,-76.343287,15:09:17
42.48567,-76.343281,15:09:21
42.485608,-76.343283,15:09:23
42.48549,-76.343278,15:09:27
42.485457,-76.343277,15:09:28
42.485207,-76.343264,15:09:36
42.48501,-76.34325,15:09:42
42.484912,-76.343245,15:09:45
42.484826,-76.343246,15:09:48
42.484629,-76.343233,15:09:54
42.484595,-76.343233,15:09:55
42.484466,-76.343221,15:09:59
42.484297,-76.343216,15:10:04
42.484264,-76.343213,15:10:05
42.484085,-76.343197,15:10:10
42.483959,-76.343188,15:10:14
42.483927,-76.343185,15:10:15
42.483803,-76.343181,15:10:19
42.483631,-76.343169,15:10:24
42.483433,-76.343159,15:10:30
42.48335,-76.343159,15:10:33
42.483196,-76.343145,15:10:38
42.483163,-76.343141,15:10:39
42.483027,-76.343133,15:10:44
42.48297,-76.343133,15:10:46
42.482852,-76.343118,15:10:50
42.482758,-76.343121,15:10:54
42.482735,-76.343123,15:10:55
42.482589,-76.343118,15:11:01
42.482519,-76.343115,15:11:04
42.482442,-76.343111,15:11:07
42.482305,-76.343109,15:11:13
42.482282,-76.343108,15:11:14
42.4822,-76.343099,15:11:17
42.482071,-76.343082,15:11:22
42.482038,-76.343074,15:11:23
42.481875,-76.343069,15:11:29
42.481816,-76.343068,15:11:31
42.48176,-76.343061,15:11:33
42.481676,-76.343021,15:11:37
42.481645,-76.342973,15:11:39
42.481617,-76.342865,15:11:42
42.481617,-76.342688,15:11:45
42.481621,-76.342617,15:11:46
42.481627,-76.342463,15:11:48
42.481627,-76.342384,15:11:49
42.481628,-76.342305,15:11:50
42.481629,-76.342168,15:11:52
42.481631,-76.342008,15:11:54
42.481651,-76.341483,15:12:01
42.481659,-76.341185,15:12:05
42.481668,-76.341035,15:12:07
42.481683,-76.340732,15:12:11
42.481703,-76.340443,15:12:15
42.481707,-76.340303,15:12:17
42.481729,-76.339811,15:12:24
42.48173,-76.339544,15:12:28
42.48175,-76.339192,15:12:33
42.481758,-76.33886,15:12:38
42.481766,-76.338657,15:12:41
42.481775,-76.338334,15:12:46
42.481784,-76.33808,15:12:50
42.481791,-76.337887,15:12:53
42.481795,-76.337546,15:12:59
42.481793,-76.337421,15:13:01
42.481804,-76.33729,15:13:03
42.481809,-76.337023,15:13:07
42.481808,-76.336955,15:13:08
42.48183,-76.336551,15:13:14
42.481833,-76.336485,15:13:15
42.481857,-76.335903,15:13:24
42.481873,-76.335534,15:13:30
42.481884,-76.335427,15:13:32
42.481895,-76.335224,15:13:36
42.481898,-76.335159,15:13:37
42.481912,-76.334786,15:13:42
42.48193,-76.334593,15:13:45
42.481976,-76.334198,15:13:51
42.482055,-76.33359,15:14:00
42.482062,-76.333519,15:14:01
42.482097,-76.333073,15:14:07
42.482126,-76.33265,15:14:13
42.482137,-76.332442,15:14:16
42.48216,-76.331968,15:14:23
42.482166,-76.331837,15:14:25
42.482161,-76.331633,15:14:28
42.482174,-76.33137,15:14:32
42.482181,-76.331242,15:14:34
42.482211,-76.330654,15:14:43
42.482214,-76.330583,15:14:44
42.482224,-76.330379,15:14:47
42.482229,-76.330312,15:14:48
42.482238,-76.330109,15:14:51
42.482246,-76.329977,15:14:53
42.482264,-76.329581,15:14:59
42.482294,-76.32891,15:15:09
42.482301,-76.328788,15:15:11
42.482316,-76.328378,15:15:18
42.48233,-76.328218,15:15:21
42.48235,-76.327955,15:15:26
42.48235,-76.327909,15:15:27
42.48235,-76.32781,15:15:29
42.482288,-76.327561,15:15:35
42.482241,-76.327483,15:15:39
42.482233,-76.327468,15:15:40
42.482163,-76.327283,15:15:47
42.482114,-76.327083,15:15:52
42.482067,-76.326669,15:16:00
42.482062,-76.326614,15:16:01
42.482023,-76.32618,15:16:10
42.481962,-76.325891,15:16:16
42.481825,-76.325681,15:16:22
42.481689,-76.325616,15:16:27
42.481639,-76.325611,15:16:29
42.48159,-76.325605,15:16:31
42.481537,-76.325602,15:16:33
42.481454,-76.325592,15:16:36
42.481291,-76.325574,15:16:42
42.481249,-76.325571,15:16:44
42.481098,-76.32556,15:16:50
42.481048,-76.325557,15:16:52
42.480916,-76.325551,15:16:57
42.480866,-76.325548,15:16:59
42.480781,-76.325541,15:17:02
42.480727,-76.325542,15:17:04
42.480556,-76.32554,15:17:11
42.480502,-76.325535,15:17:13
42.48043,-76.325534,15:17:16
42.48036,-76.325537,15:17:19
42.480163,-76.325527,15:17:27
42.480114,-76.325522,15:17:29
42.480065,-76.325516,15:17:31
42.479962,-76.325504,15:17:35
42.479861,-76.3255,15:17:39
42.479773,-76.325487,15:17:42
42.479645,-76.325483,15:17:47
42.479597,-76.325485,15:17:49
42.479554,-76.325481,15:17:51
42.479484,-76.325473,15:17:54
42.47946,-76.325468,15:17:55
42.479418,-76.325455,15:17:57
42.479292,-76.325456,15:18:02
42.479175,-76.325444,15:18:07
42.479124,-76.325445,15:18:09
42.479061,-76.32545,15:18:12
42.478969,-76.325441,15:18:16
42.478946,-76.325442,15:18:17
42.478828,-76.325438,15:18:22
42.478723,-76.325433,15:18:26
42.478699,-76.325433,15:18:27
42.478568,-76.325425,15:18:33
42.47848,-76.325414,15:18:37
42.478458,-76.325413,15:18:38
42.478296,-76.325397,15:18:45
42.478255,-76.325396,15:18:47
42.478219,-76.325394,15:18:49
42.478115,-76.325397,15:18:54
42.478093,-76.325394,15:18:55
42.477993,-76.325375,15:19:00
42.477962,-76.325375,15:19:02
42.477949,-76.325377,15:19:03
42.477908,-76.325375,15:19:05
42.4778,-76.325371,15:19:10
42.477737,-76.32537,15:19:13
42.477696,-76.325369,15:19:15
42.477675,-76.325371,15:19:16
42.477618,-76.325369,15:19:19
42.477599,-76.32537,15:19:20
42.477485,-76.325364,15:19:26
42.477463,-76.325362,15:19:27
42.477358,-76.325354,15:19:32
42.477291,-76.325343,15:19:35
42.477199,-76.325329,15:19:39
42.477138,-76.325319,15:19:44
42.477138,-76.325319,15:19:45
42.477135,-76.325315,15:22:05
42.477135,-76.325315,15:22:06
42.477085,-76.325304,15:22:10
42.477013,-76.325268,15:22:14
42.476946,-76.325253,15:22:17
42.476862,-76.325233,15:22:21
42.476794,-76.325218,15:22:24
42.476724,-76.325195,15:22:27
42.476531,-76.325125,15:22:35
42.476435,-76.325084,15:22:39
42.476371,-76.325051,15:22:42
42.476321,-76.325033,15:22:44
42.476254,-76.325011,15:22:47
42.476182,-76.324982,15:22:50
42.47616,-76.324975,15:22:51
42.476094,-76.324951,15:22:54
42.476028,-76.324917,15:22:57
42.475985,-76.324905,15:22:59
42.47596,-76.324892,15:23:00
42.475905,-76.324878,15:23:03
42.475858,-76.324859,15:23:05
42.47581,-76.324838,15:23:07
42.475716,-76.32479,15:23:11
42.475641,-76.324761,15:23:14
42.475618,-76.324755,15:23:15
42.475513,-76.324732,15:23:20
42.47549,-76.32472,15:23:21
42.475438,-76.3247,15:23:24
42.475357,-76.324658,15:23:28
42.475298,-76.324637,15:23:31
42.475277,-76.324631,15:23:32
42.475213,-76.324601,15:23:36
42.475131,-76.324554,15:23:41
42.475092,-76.324532,15:23:43
42.475055,-76.324512,15:23:45
42.475004,-76.324486,15:23:48
42.474986,-76.324475,15:23:49
42.474934,-76.32444,15:23:52
42.474865,-76.324396,15:23:56
42.474793,-76.324359,15:24:00
42.474714,-76.324338,15:24:04
42.474615,-76.324306,15:24:09
42.474592,-76.324292,15:24:10
42.474539,-76.324261,15:24:13
42.474466,-76.324234,15:24:18
42.474387,-76.324208,15:24:23
42.474355,-76.324202,15:24:25
42.474338,-76.324198,15:24:26
42.474322,-76.324193,15:24:27
42.474249,-76.324167,15:24:31
42.474159,-76.324138,15:24:36
42.47414,-76.324134,15:24:37
42.474033,-76.324099,15:24:43
42.474011,-76.32409,15:24:44
42.473909,-76.324055,15:24:49
42.473845,-76.324029,15:24:52
42.473806,-76.324012,15:24:54
42.473675,-76.323946,15:25:01
42.473634,-76.323926,15:25:03
42.47357,-76.323891,15:25:06
42.473467,-76.323833,15:25:11
42.473445,-76.323821,15:25:12
42.473409,-76.323793,15:25:14
42.473345,-76.323758,15:25:18
42.473306,-76.323732,15:25:20
42.473252,-76.323697,15:25:23
42.473204,-76.323667,15:25:26
42.473184,-76.323656,15:25:27
42.473124,-76.323616,15:25:30
42.473065,-76.323575,15:25:33
42.47299,-76.323518,15:25:37
42.472969,-76.323503,15:25:38
42.472855,-76.323425,15:25:44
42.472837,-76.323413,15:25:45
42.472808,-76.323382,15:25:47
42.47278,-76.323353,15:25:49
42.472705,-76.323296,15:25:53
42.472679,-76.323277,15:25:54
42.472609,-76.323209,15:25:58
42.472592,-76.323196,15:25:59
42.472574,-76.323186,15:26:00
42.472507,-76.323138,15:26:03
42.472456,-76.323099,15:26:06
42.472373,-76.323029,15:26:11
42.472361,-76.32301,15:26:12
42.472351,-76.32299,15:26:13
42.472322,-76.322955,15:26:15
42.472228,-76.32291,15:26:19
42.472158,-76.322852,15:26:23
42.472067,-76.32281,15:26:27
42.472044,-76.322799,15:26:28
42.471958,-76.322733,15:26:33
42.471893,-76.322687,15:26:36
42.471834,-76.322639,15:26:39
42.471727,-76.322548,15:26:44
42.471684,-76.322516,15:26:46
42.471614,-76.322452,15:26:49
42.471569,-76.322411,15:26:51
42.471518,-76.322368,15:26:53
42.471415,-76.322301,15:26:58
42.471366,-76.322264,15:27:00
42.471247,-76.322178,15:27:05
42.471153,-76.32211,15:27:09
42.471078,-76.32206,15:27:12
42.470936,-76.321949,15:27:18
42.470673,-76.321787,15:27:27
42.47058,-76.321725,15:27:30
42.470497,-76.321661,15:27:33
42.470469,-76.321637,15:27:34
42.470343,-76.321542,15:27:39
42.470314,-76.321518,15:27:40
42.470202,-76.321434,15:27:44
42.47011,-76.321364,15:27:47
42.469841,-76.321183,15:27:55
42.469655,-76.321042,15:28:00
42.469569,-76.320976,15:28:02
42.469434,-76.320878,15:28:05
42.469311,-76.320789,15:28:08
42.469273,-76.320762,15:28:09
42.469234,-76.320732,15:28:10
42.469196,-76.320703,15:28:11
42.469157,-76.320673,15:28:12
42.468989,-76.320552,15:28:16
42.4689,-76.320488,15:28:18
42.468601,-76.320294,15:28:24
42.468441,-76.32018,15:28:27
42.468336,-76.320112,15:28:29
42.468241,-76.320045,15:28:31
42.468094,-76.319948,15:28:34
42.468046,-76.319918,15:28:35
42.467901,-76.319819,15:28:38
42.467846,-76.319787,15:28:39
42.467793,-76.319758,15:28:40
42.46753,-76.319605,15:28:45
42.467305,-76.319479,15:28:49
42.467243,-76.319445,15:28:50
42.467113,-76.319384,15:28:52
42.466831,-76.319246,15:28:56
42.466763,-76.319216,15:28:57
42.466634,-76.319155,15:28:59
42.466499,-76.319098,15:29:01
42.466143,-76.318975,15:29:06
42.466073,-76.318951,15:29:07
42.465924,-76.318904,15:29:09
42.465765,-76.318862,15:29:11
42.465518,-76.318798,15:29:14
42.46527,-76.318744,15:29:17
42.465099,-76.318712,15:29:19
42.464841,-76.318658,15:29:22
42.464752,-76.318644,15:29:23
42.464493,-76.318612,15:29:26
42.464322,-76.318602,15:29:28
42.464237,-76.318596,15:29:29
42.463824,-76.318586,15:29:34
42.463578,-76.318603,15:29:37
42.463321,-76.318613,15:29:40
42.46288,-76.318623,15:29:45
42.462692,-76.318633,15:29:47
42.462551,-76.318641,15:29:49
42.462307,-76.318641,15:29:52
42.462064,-76.318633,15:29:55
42.461581,-76.318625,15:30:01
42.461416,-76.31862,15:30:03
42.461333,-76.318615,15:30:04
42.461174,-76.318605,15:30:06
42.461011,-76.318599,15:30:08
42.460931,-76.318597,15:30:09
42.46036,-76.318562,15:30:16
42.460193,-76.318556,15:30:18
42.46011,-76.31855,15:30:19
42.459524,-76.318508,15:30:26
42.459442,-76.318502,15:30:27
42.459193,-76.318482,15:30:30
42.458859,-76.318453,15:30:34
42.458608,-76.318424,15:30:37
42.458521,-76.318416,15:30:38
42.458242,-76.31839,15:30:41
42.458053,-76.318378,15:30:43
42.457773,-76.318354,15:30:46
42.457498,-76.318328,15:30:49
42.45741,-76.318321,15:30:50
42.457232,-76.318304,15:30:52
42.456976,-76.318281,15:30:55
42.456809,-76.318263,15:30:57
42.456556,-76.318236,15:31:00
42.456302,-76.318205,15:31:03
42.456045,-76.31818,15:31:06
42.455785,-76.318157,15:31:09
42.455532,-76.318136,15:31:12
42.455125,-76.31809,15:31:17
42.454808,-76.318062,15:31:21
42.454434,-76.31803,15:31:26
42.454216,-76.318002,15:31:29
42.453867,-76.317968,15:31:34
42.453731,-76.31795,15:31:36
42.453401,-76.317922,15:31:41
42.45285,-76.317874,15:31:49
42.452782,-76.317866,15:31:50
42.452448,-76.317834,15:31:55
42.452177,-76.317809,15:31:59
42.451967,-76.317788,15:32:02
42.451457,-76.317737,15:32:10
42.45099,-76.317677,15:32:18
42.450677,-76.317608,15:32:24
42.45058,-76.317581,15:32:26
42.450219,-76.317464,15:32:32
42.449811,-76.317311,15:32:39
42.449389,-76.317143,15:32:46
42.449328,-76.317119,15:32:47
42.448779,-76.316889,15:32:56
42.448716,-76.316862,15:32:57
42.448275,-76.316665,15:33:04
42.448036,-76.316554,15:33:08
42.447851,-76.316473,15:33:11
42.447502,-76.316291,15:33:17
42.447321,-76.316182,15:33:20
42.446826,-76.31586,15:33:28
42.446769,-76.315821,15:33:29
42.446669,-76.315751,15:33:31
42.446401,-76.315579,15:33:36
42.446227,-76.315458,15:33:40
42.446156,-76.315415,15:33:42
42.446123,-76.315393,15:33:43
42.446089,-76.315371,15:33:44
42.445961,-76.3153,15:33:48
42.445859,-76.315233,15:33:51
42.445712,-76.315142,15:33:55
42.445567,-76.315049,15:33:59
42.445499,-76.31501,15:34:01
42.445308,-76.314886,15:34:07
42.445236,-76.314839,15:34:09
42.444989,-76.314698,15:34:16
42.444913,-76.314653,15:34:18
42.444802,-76.314585,15:34:21
42.444581,-76.314448,15:34:27
42.44454,-76.314427,15:34:28
42.444186,-76.314244,15:34:36
42.444131,-76.314217,15:34:37
42.444075,-76.314194,15:34:38
42.443882,-76.314124,15:34:41
42.443811,-76.31411,15:34:42
42.443653,-76.314086,15:34:44
42.443479,-76.314077,15:34:46
42.443187,-76.314083,15:34:49
42.443081,-76.314095,15:34:50
42.44297,-76.314107,15:34:51
42.442741,-76.31415,15:34:53
42.442615,-76.314179,15:34:54
42.442494,-76.314213,15:34:55
42.442373,-76.314253,15:34:56
42.442248,-76.3143,15:34:57
42.442131,-76.314355,15:34:58
42.442015,-76.314424,15:34:59
42.441906,-76.314503,15:35:00
42.441703,-76.314671,15:35:02
42.441422,-76.314922,15:35:05
42.441335,-76.315004,15:35:06
