longitude,latitude,time,vel_x,vel_y
42.44224074442524,-76.48682370949744,2023-04-28 13:57:06+00:00,0.00018538210135205443,9.355501357563746e-05
42.44161653742693,-76.48765279596552,2023-04-28 13:57:07+00:00,-0.00017648568147745524,0.00019387652577332044
42.44285645827419,-76.48604969523507,2023-04-28 13:57:11+00:00,-5.7017053295454706e-05,0.00010160935409822536
42.44182646431957,-76.48626030815414,2023-04-28 13:57:15+00:00,-0.00015119958397200682,0.00013711638886298755
42.44080157728929,-76.48696931924535,2023-04-28 13:57:16+00:00,-0.000186698327645009,0.00012177459008507008
42.441540385200184,-76.48669792682931,2023-04-28 13:57:19+00:00,-3.2595736847193283e-06,2.8386725736818923e-05
42.441541029120884,-76.48671593723604,2023-04-28 13:57:20+00:00,6.184750455964699e-05,-5.1019919126438595e-05
42.441035213270055,-76.4861921251303,2023-04-28 13:57:22+00:00,-0.00014450933063047154,8.0813629446399e-05
42.44177956917719,-76.48547662653965,2023-04-28 13:57:23+00:00,-6.645398780450449e-05,0.00018766741577647323
42.441677579791985,-76.48613009938182,2023-04-28 13:57:24+00:00,-9.189033763685487e-05,3.30520278897978e-05
42.4416676096562,-76.48643098757026,2023-04-28 13:57:25+00:00,-1.2899741018754326e-06,9.250437273910562e-05
42.44204647044635,-76.48652148533685,2023-04-28 13:57:26+00:00,-0.00013136174535537562,-3.677114900734602e-05
42.441311482315534,-76.48553940452791,2023-04-28 13:57:28+00:00,8.759551759206291e-05,-7.913378697705244e-06
42.44185756023268,-76.48723206264334,2023-04-28 13:57:29+00:00,2.067903141164619e-05,2.7883541129002112e-05
42.44101990917866,-76.48660108318848,2023-04-28 13:57:32+00:00,7.192456041289233e-05,0.00012953283574831427
42.441959755618264,-76.48629169688817,2023-04-28 13:57:33+00:00,-0.00017804692275918342,0.0003865063408045185
42.441621626392404,-76.48639857279375,2023-04-28 13:57:38+00:00,-4.535285364921418e-05,0.00019539673512704628
42.44163131437277,-76.4851691612785,2023-04-28 13:57:43+00:00,7.936372491995067e-05,0.00012331660455125565
42.440904400415484,-76.48634255422809,2023-04-28 13:57:44+00:00,-0.00016813596633298257,0.00024045571859888484
42.441289988760914,-76.48535309180963,2023-04-28 13:57:47+00:00,-7.156859865243629e-05,5.894439679485333e-05
42.44220424206561,-76.48603425680473,2023-04-28 13:57:48+00:00,-4.2931072276236726e-05,-3.128730709491142e-05
42.44209089021554,-76.48623842565097,2023-04-28 13:57:49+00:00,1.1089311643902413e-06,-9.615907350879149e-05
42.440918393775355,-76.48543026998385,2023-04-28 13:57:50+00:00,3.846556621552354e-05,1.1210617189884872e-05
42.44162410841569,-76.48539711444431,2023-04-28 13:57:51+00:00,6.169036351520409e-05,6.355049526619709e-05
42.441530129832486,-76.4851505591977,2023-04-28 13:57:53+00:00,0.00015022354334004234,-0.00014161934307750816
42.442003328149255,-76.48597641915163,2023-04-28 13:57:57+00:00,-0.00014949375618445845,-0.00017415006485357063
42.44121288695571,-76.48610347230563,2023-04-28 13:57:58+00:00,0.00013743926742481937,7.541117298402988e-05
42.44162677861228,-76.48563905498862,2023-04-28 13:57:59+00:00,0.00018428697518406623,-0.00016514078327856466
42.441568395695185,-76.48501737603287,2023-04-28 13:58:00+00:00,-0.0001739504446979329,3.7000604626841796e-05
42.442540470210474,-76.48491053986976,2023-04-28 13:58:03+00:00,0.00027406726337446895,-0.00011335816917553118
42.44157580096243,-76.4852309898345,2023-04-28 13:58:04+00:00,5.353561212211163e-05,0.00020477110115411478
42.44171060443551,-76.48586235242759,2023-04-28 13:58:08+00:00,9.958828101066127e-05,6.211237061684195e-05
42.44101989754151,-76.48498411150244,2023-04-28 13:58:09+00:00,9.746761863330121e-05,-6.33340805213353e-05
42.44127030111845,-76.48534358362603,2023-04-28 13:58:11+00:00,2.806257802523507e-05,0.00023830370792530275
